"CO_GRUPO";"CO_REGIAO_CURSO";"NU_IDADE";"TP_SEXO";"CO_TURNO_GRADUACAO";"NT_GER";"QE_I01";"QE_I02";"QE_I04";"QE_I05";"QE_I08";"QE_I21";"QE_I22";"QE_I23";"NT_OBJ_FG";"NT_OBJ_CE";"Sexo";"Regiao";"Turno";"Estado_Civil";"Cor_Raca";"Escolaridade_Pai";"Escolaridade_Mae";"Renda_Familiar";"Familiar_Graduado";"Qdade_Livros";"Horas_Estudo"
3002;4;25;"F";4;41,6;"C";"A";"C";"C";"B";"B";"C";"B";62,5;41,7;"Feminino";"Sul";"Noturno";"Separado";"Branca";"Ensino Fundamental II";"Ensino Fundamental II";"De 1,5 e 3 salários mínimos";"Não";"De 3 a 5";"De 1 a 3"
3002;4;26;"F";4;56,8;"B";"A";"B";"B";"C";"A";"E";"C";62,5;58,3;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Sim";"Mais de 8";"De 4 a 7"
3002;4;38;"F";4;23,2;"B";"B";"A";"B";"E";"A";"E";"C";50;16,7;"Feminino";"Sul";"Noturno";"Casado";"Preta";"Nenhuma";"Ensino Fundamental I";"De 6 a 10 salários mínimos";"Sim";"Mais de 8";"De 4 a 7"
3002;4;27;"F";4;30,7;"B";"A";"B";"C";"B";"B";"B";"B";37,5;33,3;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental II";"De 1,5 e 3 salários mínimos";"Não";"De 1 a 2";"De 1 a 3"
3002;4;27;"F";4;26,6;"A";"A";"D";"B";"A";"B";"E";"B";12,5;29,2;"Feminino";"Sul";"Noturno";"Solteiro";"Branca";"Ensino Médio";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Não";"Mais de 8";"De 1 a 3"
3002;4;30;"F";4;45,5;"E";"A";"A";"B";"C";"A";"D";"C";50;41,7;"Feminino";"Sul";"Noturno";"Outro";"Branca";"Nenhuma";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Sim";"De 6 a 8";"De 4 a 7"
3002;4;54;"F";4;34,8;"B";"A";"C";"B";"D";"A";"E";"C";25;41,7;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental II";"Ensino Fundamental I";"De 4,5 a 6 salários mínimos";"Sim";"Mais de 8";"De 4 a 7"
3002;4;52;"F";4;37,5;"B";"A";"B";"B";"C";"A";"E";"E";25;41,7;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Sim";"Mais de 8";"Mais de 12"
3002;4;33;"F";4;51,5;"A";"A";"B";"B";"C";"A";"E";"C";62,5;50;"Feminino";"Sul";"Noturno";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Sim";"Mais de 8";"De 4 a 7"
3002;4;34;"F";4;35,3;"A";"B";"E";"E";"C";"A";"D";"B";25;41,7;"Feminino";"Sul";"Noturno";"Solteiro";"Preta";"Ensino Superior";"Ensino Superior";"De 3 a 4,5 salários mínimos";"Sim";"De 6 a 8";"De 1 a 3"
3002;4;37;"F";4;72,7;"B";"A";"C";"E";"E";"A";"C";"B";62,5;75;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental II";"Ensino Superior";"De 6 a 10 salários mínimos";"Sim";"De 3 a 5";"De 1 a 3"
3002;4;40;"F";4;39,5;"B";"A";"B";"B";"B";"B";"E";"C";37,5;41,7;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"Mais de 8";"De 4 a 7"
3002;4;30;"F";4;33,4;"B";"A";"B";"B";"B";"B";"B";"C";25;29,2;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"De 1 a 2";"De 4 a 7"
3002;4;38;"F";4;37,3;"B";"A";"B";"B";"A";"A";"E";"B";37,5;29,2;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Sim";"Mais de 8";"De 1 a 3"
3002;4;21;"F";4;51,5;"A";"D";"D";"D";"C";"B";"B";"B";50;54,2;"Feminino";"Sul";"Noturno";"Solteiro";"Parda";"Ensino Médio";"Ensino Médio";"De 3 a 4,5 salários mínimos";"Não";"De 1 a 2";"De 1 a 3"
3002;4;21;"M";4;34,3;"A";"A";"B";"C";"C";"A";"C";"B";37,5;29,2;"Masculino";"Sul";"Noturno";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Fundamental II";"De 3 a 4,5 salários mínimos";"Sim";"De 3 a 5";"De 1 a 3"
3002;4;37;"M";4;30,4;"B";"A";"A";"A";"B";"B";"B";"D";37,5;29,2;"Masculino";"Sul";"Noturno";"Casado";"Branca";"Nenhuma";"Nenhuma";"De 1,5 e 3 salários mínimos";"Não";"De 1 a 2";"De 8 a 12"
3002;4;24;"F";4;47,8;"A";"A";"B";"B";"C";"B";"D";"B";62,5;50;"Feminino";"Sul";"Noturno";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Não";"De 6 a 8";"De 1 a 3"
3002;4;41;"F";4;29,9;"A";"A";"B";"A";"C";"A";"D";"B";62,5;20,8;"Feminino";"Sul";"Noturno";"Solteiro";"Branca";"Ensino Fundamental I";"Nenhuma";"De 3 a 4,5 salários mínimos";"Sim";"De 6 a 8";"De 1 a 3"
3002;4;43;"F";4;55,5;"B";"D";"B";"B";"C";"A";"D";"B";62,5;54,2;"Feminino";"Sul";"Noturno";"Casado";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Sim";"De 6 a 8";"De 1 a 3"
3002;4;26;"F";4;51,5;"E";"A";"A";"B";"D";"B";"C";"B";37,5;54,2;"Feminino";"Sul";"Noturno";"Outro";"Branca";"Nenhuma";"Ensino Fundamental I";"De 4,5 a 6 salários mínimos";"Não";"De 3 a 5";"De 1 a 3"
3002;4;30;"F";4;65,3;"A";"A";"B";"C";"E";"B";"B";"C";50;66,7;"Feminino";"Sul";"Noturno";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Fundamental II";"De 6 a 10 salários mínimos";"Não";"De 1 a 2";"De 4 a 7"
3002;4;28;"F";4;37,5;"A";"B";"A";"A";"A";"A";"B";"B";37,5;37,5;"Feminino";"Sul";"Noturno";"Solteiro";"Preta";"Nenhuma";"Nenhuma";"Até 1,5 salário mínimo";"Sim";"De 1 a 2";"De 1 a 3"
3002;4;32;"F";4;16,6;"B";"A";"D";"C";"C";"A";"B";"A";0;16,7;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Médio";"Ensino Fundamental II";"De 3 a 4,5 salários mínimos";"Sim";"De 1 a 2";"Nenhuma"
3002;4;45;"M";4;45,6;"E";"D";"E";"F";"C";"A";"B";"B";87,5;33,3;"Masculino";"Sul";"Noturno";"Outro";"Parda";"Ensino Superior";"Pós Graduação";"De 3 a 4,5 salários mínimos";"Sim";"De 1 a 2";"De 1 a 3"
3002;4;34;"F";4;18,9;"E";"A";"B";"B";"A";"B";"C";"C";25;16,7;"Feminino";"Sul";"Noturno";"Outro";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Não";"De 3 a 5";"De 4 a 7"
3002;4;32;"F";4;56,5;"B";"A";"E";"D";"C";"A";"A";"B";50;50;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Superior";"Ensino Médio";"De 3 a 4,5 salários mínimos";"Sim";"Nenhum";"De 1 a 3"
3002;4;32;"M";4;59,6;"B";"A";"B";"B";"B";"A";"B";"B";62,5;66,7;"Masculino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"De 1 a 2";"De 1 a 3"
3002;4;34;"F";4;31,9;"B";"D";"A";"A";"A";"B";"E";"D";37,5;29,2;"Feminino";"Sul";"Noturno";"Casado";"Parda";"Nenhuma";"Nenhuma";"Até 1,5 salário mínimo";"Não";"Mais de 8";"De 8 a 12"
3002;4;26;"M";4;52,2;"A";"D";"C";"B";"A";"B";"E";"D";25;62,5;"Masculino";"Sul";"Noturno";"Solteiro";"Parda";"Ensino Fundamental II";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Não";"Mais de 8";"De 8 a 12"
3002;4;37;"F";4;48,2;"B";"B";"B";"D";"C";"B";"B";"B";50;50;"Feminino";"Sul";"Noturno";"Casado";"Preta";"Ensino Fundamental I";"Ensino Médio";"De 3 a 4,5 salários mínimos";"Não";"De 1 a 2";"De 1 a 3"
3002;4;26;"F";4;55,4;"B";"A";"B";"D";"C";"B";"C";"B";50;58,3;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Médio";"De 3 a 4,5 salários mínimos";"Não";"De 3 a 5";"De 1 a 3"
3002;4;26;"M";4;60,6;"B";"A";"C";"C";"C";"A";"D";"E";50;62,5;"Masculino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental II";"Ensino Fundamental II";"De 3 a 4,5 salários mínimos";"Sim";"De 6 a 8";"Mais de 12"
3002;4;43;"M";4;50,6;"B";"D";"C";"B";"D";"A";"B";"A";62,5;50;"Masculino";"Sul";"Noturno";"Casado";"Parda";"Ensino Fundamental II";"Ensino Fundamental I";"De 4,5 a 6 salários mínimos";"Sim";"De 1 a 2";"Nenhuma"
3002;4;40;"F";4;28,1;"B";"A";"A";"A";"A";"B";"B";"B";50;25;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Nenhuma";"Nenhuma";"Até 1,5 salário mínimo";"Não";"De 1 a 2";"De 1 a 3"
3002;4;36;"F";4;17,9;"B";"A";"B";"A";"F";"A";"E";"C";25;12,5;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Nenhuma";"De 10 a 30 salários mínimos";"Sim";"Mais de 8";"De 4 a 7"
3002;4;41;"F";4;69,1;"B";"D";"A";"A";"B";"A";"B";"C";62,5;70,8;"Feminino";"Sul";"Noturno";"Casado";"Parda";"Nenhuma";"Nenhuma";"De 1,5 e 3 salários mínimos";"Sim";"De 1 a 2";"De 4 a 7"
3002;4;30;"F";4;44,2;"E";"A";"B";"D";"B";"B";"E";"E";37,5;50;"Feminino";"Sul";"Noturno";"Outro";"Branca";"Ensino Fundamental I";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Não";"Mais de 8";"Mais de 12"
3002;4;30;"F";4;43,8;"B";"F";"B";"A";"B";"B";"B";"B";50;50;"Feminino";"Sul";"Noturno";"Casado";"Sem declaracao";"Ensino Fundamental I";"Nenhuma";"De 1,5 e 3 salários mínimos";"Não";"De 1 a 2";"De 1 a 3"
3002;4;23;"F";4;29,9;"A";"D";"B";"B";"B";"B";"E";"E";25;25;"Feminino";"Sul";"Noturno";"Solteiro";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"Mais de 8";"Mais de 12"
3002;4;33;"F";4;29,6;"B";"A";"D";"E";"D";"A";"C";"B";37,5;25;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Médio";"Ensino Superior";"De 4,5 a 6 salários mínimos";"Sim";"De 3 a 5";"De 1 a 3"
3002;4;41;"F";4;63,4;"B";"A";"B";"B";"D";"A";"E";"C";62,5;70,8;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 4,5 a 6 salários mínimos";"Sim";"Mais de 8";"De 4 a 7"
3002;4;28;"M";4;39,9;"A";"B";"B";"C";"C";"B";"E";"E";37,5;41,7;"Masculino";"Sul";"Noturno";"Solteiro";"Preta";"Ensino Fundamental I";"Ensino Fundamental II";"De 3 a 4,5 salários mínimos";"Não";"Mais de 8";"Mais de 12"
3002;4;38;"M";4;21,2;"B";"A";"B";"B";"A";"A";"C";"B";25;20,8;"Masculino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Sim";"De 3 a 5";"De 1 a 3"
3002;4;29;"M";4;53,7;"A";"A";"B";"D";"C";"A";"B";"B";50;54,2;"Masculino";"Sul";"Noturno";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Médio";"De 3 a 4,5 salários mínimos";"Sim";"De 1 a 2";"De 1 a 3"
3002;4;28;"M";4;56,6;"A";"D";"C";"E";"A";"A";"B";"B";75;50;"Masculino";"Sul";"Noturno";"Solteiro";"Parda";"Ensino Fundamental II";"Ensino Superior";"Até 1,5 salário mínimo";"Sim";"De 1 a 2";"De 1 a 3"
3002;4;39;"F";4;52,2;"E";"A";"B";"B";"B";"B";"B";"B";62,5;58,3;"Feminino";"Sul";"Noturno";"Outro";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"De 1 a 2";"De 1 a 3"
3002;4;60;"F";4;51,3;"C";"A";"E";"C";"B";"A";"B";"B";50;58,3;"Feminino";"Sul";"Noturno";"Separado";"Branca";"Ensino Superior";"Ensino Fundamental II";"De 1,5 e 3 salários mínimos";"Sim";"De 1 a 2";"De 1 a 3"
3002;4;31;"F";4;34,5;"A";"A";"B";"B";"A";"B";"C";"B";37,5;29,2;"Feminino";"Sul";"Noturno";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Não";"De 3 a 5";"De 1 a 3"
3002;4;42;"M";4;59,2;"B";"A";"B";"C";"B";"A";"E";"B";62,5;58,3;"Masculino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental II";"De 1,5 e 3 salários mínimos";"Sim";"Mais de 8";"De 1 a 3"
3002;4;40;"F";4;33,4;"B";"D";"A";"B";"A";"A";"D";"B";37,5;37,5;"Feminino";"Sul";"Noturno";"Casado";"Parda";"Nenhuma";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Sim";"De 6 a 8";"De 1 a 3"
3002;4;39;"M";4;66,1;"B";"C";"A";"A";"B";"A";"A";"B";50;66,7;"Masculino";"Sul";"Noturno";"Casado";"Amarela";"Nenhuma";"Nenhuma";"De 1,5 e 3 salários mínimos";"Sim";"Nenhum";"De 1 a 3"
3002;4;39;"M";4;62,9;"B";"A";"B";"B";"C";"B";"C";"B";62,5;66,7;"Masculino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Não";"De 3 a 5";"De 1 a 3"
3002;4;44;"M";4;27,5;"B";"A";"C";"C";"D";"A";"C";"C";12,5;33,3;"Masculino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental II";"Ensino Fundamental II";"De 4,5 a 6 salários mínimos";"Sim";"De 3 a 5";"De 4 a 7"
3002;4;44;"F";4;42,2;"B";"A";"B";"D";"B";"A";"C";"B";50;41,7;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Sim";"De 3 a 5";"De 1 a 3"
3002;4;46;"F";4;15,4;"C";"A";"B";"B";"C";"A";"E";"D";25;8,3;"Feminino";"Sul";"Noturno";"Separado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Sim";"Mais de 8";"De 8 a 12"
3002;4;27;"F";4;45,3;"A";"D";"B";"B";"B";"A";"E";"B";37,5;45,8;"Feminino";"Sul";"Noturno";"Solteiro";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"Mais de 8";"De 1 a 3"
3002;4;29;"M";4;50;"E";"A";"B";"B";"D";"B";"D";"C";75;41,7;"Masculino";"Sul";"Noturno";"Outro";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 4,5 a 6 salários mínimos";"Não";"De 6 a 8";"De 4 a 7"
3002;4;36;"M";4;60,2;"B";"A";"B";"B";"C";"B";"C";"B";62,5;58,3;"Masculino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Não";"De 3 a 5";"De 1 a 3"
3002;4;34;"M";4;34,9;"A";"C";"A";"A";"B";"B";"E";"E";25;37,5;"Masculino";"Sul";"Noturno";"Solteiro";"Amarela";"Nenhuma";"Nenhuma";"De 1,5 e 3 salários mínimos";"Não";"Mais de 8";"Mais de 12"
3002;4;35;"F";4;44,4;"A";"B";"E";"E";"C";"A";"D";"B";50;41,7;"Feminino";"Sul";"Noturno";"Solteiro";"Preta";"Ensino Superior";"Ensino Superior";"De 3 a 4,5 salários mínimos";"Sim";"De 6 a 8";"De 1 a 3"
3002;4;41;"F";4;22;"B";"B";"B";"B";"B";"A";"C";"D";37,5;16,7;"Feminino";"Sul";"Noturno";"Casado";"Preta";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"De 3 a 5";"De 8 a 12"
3002;4;32;"F";4;53;"B";"A";"B";"D";"B";"A";"C";"C";37,5;54,2;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Sim";"De 3 a 5";"De 4 a 7"
3002;4;41;"F";4;67,8;"B";"D";"B";"B";"B";"A";"A";"D";75;70,8;"Feminino";"Sul";"Noturno";"Casado";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"Nenhum";"De 8 a 12"
3002;4;36;"F";4;23,9;"B";"A";"B";"B";"D";"B";"E";"B";0;37,5;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 4,5 a 6 salários mínimos";"Não";"Mais de 8";"De 1 a 3"
3002;4;35;"F";4;56,2;"A";"A";"B";"B";"B";"A";"E";"E";87,5;54,2;"Feminino";"Sul";"Noturno";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"Mais de 8";"Mais de 12"
3002;4;33;"F";4;46,9;"B";"D";"B";"B";"A";"A";"D";"D";37,5;50;"Feminino";"Sul";"Noturno";"Casado";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Sim";"De 6 a 8";"De 8 a 12"
3002;4;53;"F";4;29,9;"C";"A";"B";"B";"B";"A";"E";"C";25;37,5;"Feminino";"Sul";"Noturno";"Separado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"Mais de 8";"De 4 a 7"
3002;4;46;"F";4;41,1;"B";"A";"B";"B";"B";"A";"C";"B";50;41,7;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"De 3 a 5";"De 1 a 3"
3002;4;35;"F";4;36,5;"E";"C";"B";"B";"A";"B";"B";"A";25;37,5;"Feminino";"Sul";"Noturno";"Outro";"Amarela";"Ensino Fundamental I";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Não";"De 1 a 2";"Nenhuma"
3002;4;54;"F";4;25,7;"A";"B";"A";"A";"A";"B";"E";"B";25;29,2;"Feminino";"Sul";"Noturno";"Solteiro";"Preta";"Nenhuma";"Nenhuma";"Até 1,5 salário mínimo";"Não";"Mais de 8";"De 1 a 3"
3002;4;50;"F";4;36,7;"B";"D";"A";"B";"A";"B";"B";"C";37,5;33,3;"Feminino";"Sul";"Noturno";"Casado";"Parda";"Nenhuma";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Não";"De 1 a 2";"De 4 a 7"
3002;4;38;"M";4;27,4;"B";"A";"B";"B";"C";"B";"E";"B";25;29,2;"Masculino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Não";"Mais de 8";"De 1 a 3"
3002;4;25;"M";4;36,8;"A";"D";"C";"C";"C";"B";"E";"B";25;41,7;"Masculino";"Sul";"Noturno";"Solteiro";"Parda";"Ensino Fundamental II";"Ensino Fundamental II";"De 3 a 4,5 salários mínimos";"Não";"Mais de 8";"De 1 a 3"
3002;4;24;"M";4;33,2;"A";"D";"A";"B";"A";"B";"E";"D";25;29,2;"Masculino";"Sul";"Noturno";"Solteiro";"Parda";"Nenhuma";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Não";"Mais de 8";"De 8 a 12"
3002;4;33;"F";4;35,9;"A";"A";"D";"D";"C";"A";"E";"B";25;29,2;"Feminino";"Sul";"Noturno";"Solteiro";"Branca";"Ensino Médio";"Ensino Médio";"De 3 a 4,5 salários mínimos";"Sim";"Mais de 8";"De 1 a 3"
3002;4;23;"M";4;29,7;"A";"A";"E";"D";"B";"A";"E";"D";12,5;25;"Masculino";"Sul";"Noturno";"Solteiro";"Branca";"Ensino Superior";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Sim";"Mais de 8";"De 8 a 12"
3002;4;29;"F";4;32,2;"B";"D";"B";"C";"B";"A";"B";"C";37,5;29,2;"Feminino";"Sul";"Noturno";"Casado";"Parda";"Ensino Fundamental I";"Ensino Fundamental II";"De 1,5 e 3 salários mínimos";"Sim";"De 1 a 2";"De 4 a 7"
3002;4;42;"F";4;53,4;"B";"A";"B";"B";"B";"B";"E";"D";50;62,5;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"Mais de 8";"De 8 a 12"
3002;4;21;"F";4;32,9;"A";"A";"D";"D";"E";"A";"C";"E";12,5;37,5;"Feminino";"Sul";"Noturno";"Solteiro";"Branca";"Ensino Médio";"Ensino Médio";"De 6 a 10 salários mínimos";"Sim";"De 3 a 5";"Mais de 12"
3002;4;30;"M";4;31,9;"B";"D";"B";"B";"B";"B";"E";"E";25;29,2;"Masculino";"Sul";"Noturno";"Casado";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"Mais de 8";"Mais de 12"
3002;4;31;"M";4;27,5;"A";"D";"B";"A";"B";"B";"E";"C";37,5;20,8;"Masculino";"Sul";"Noturno";"Solteiro";"Parda";"Ensino Fundamental I";"Nenhuma";"De 1,5 e 3 salários mínimos";"Não";"Mais de 8";"De 4 a 7"
3002;4;19;"F";4;31,3;"A";"A";"D";"D";"B";"B";"C";"C";50;29,2;"Feminino";"Sul";"Noturno";"Solteiro";"Branca";"Ensino Médio";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Não";"De 3 a 5";"De 4 a 7"
3002;4;42;"F";4;53,1;"B";"A";"B";"E";"B";"A";"A";"B";37,5;50;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Superior";"De 1,5 e 3 salários mínimos";"Sim";"Nenhum";"De 1 a 3"
3002;4;37;"F";4;33,1;"A";"A";"D";"C";"D";"B";"E";"E";62,5;20,8;"Feminino";"Sul";"Noturno";"Solteiro";"Branca";"Ensino Médio";"Ensino Fundamental II";"De 4,5 a 6 salários mínimos";"Não";"Mais de 8";"Mais de 12"
3002;4;29;"F";4;43,8;"B";"B";"B";"C";"A";"B";"C";"B";37,5;45,8;"Feminino";"Sul";"Noturno";"Casado";"Preta";"Ensino Fundamental I";"Ensino Fundamental II";"Até 1,5 salário mínimo";"Não";"De 3 a 5";"De 1 a 3"
3002;4;23;"M";4;64,1;"A";"A";"B";"B";"C";"B";"B";"D";62,5;62,5;"Masculino";"Sul";"Noturno";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Não";"De 1 a 2";"De 8 a 12"
3002;4;45;"M";4;48,5;"A";"D";"D";"B";"B";"A";"A";"E";62,5;50;"Masculino";"Sul";"Noturno";"Solteiro";"Parda";"Ensino Médio";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"Nenhum";"Mais de 12"
3002;4;28;"F";4;27,8;"B";"A";"B";"D";"A";"B";"B";"D";12,5;33,3;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Médio";"Até 1,5 salário mínimo";"Não";"De 1 a 2";"De 8 a 12"
3002;4;34;"F";4;35,5;"E";"D";"C";"C";"A";"A";"E";"B";50;29,2;"Feminino";"Sul";"Noturno";"Outro";"Parda";"Ensino Fundamental II";"Ensino Fundamental II";"Até 1,5 salário mínimo";"Sim";"Mais de 8";"De 1 a 3"
3002;4;29;"M";4;17,8;"E";"D";"A";"D";"A";"B";"B";"B";25;20,8;"Masculino";"Sul";"Noturno";"Outro";"Parda";"Nenhuma";"Ensino Médio";"Até 1,5 salário mínimo";"Não";"De 1 a 2";"De 1 a 3"
3002;4;30;"M";4;63,3;"A";"A";"E";"E";"E";"A";"D";"B";37,5;75;"Masculino";"Sul";"Noturno";"Solteiro";"Branca";"Ensino Superior";"Ensino Superior";"De 6 a 10 salários mínimos";"Sim";"De 6 a 8";"De 1 a 3"
3002;4;30;"M";4;36;"A";"A";"D";"D";"B";"B";"E";"B";37,5;33,3;"Masculino";"Sul";"Noturno";"Solteiro";"Branca";"Ensino Médio";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Não";"Mais de 8";"De 1 a 3"
3002;4;39;"F";4;31,4;"B";"A";"B";"B";"A";"B";"E";"B";62,5;25;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Não";"Mais de 8";"De 1 a 3"
3002;4;27;"F";4;23,7;"B";"A";"B";"B";"B";"B";"E";"B";25;16,7;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"Mais de 8";"De 1 a 3"
3002;4;49;"M";4;52,4;"B";"A";"B";"A";"E";"A";"E";"E";37,5;54,2;"Masculino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Nenhuma";"De 6 a 10 salários mínimos";"Sim";"Mais de 8";"Mais de 12"
3002;4;51;"F";4;70,3;"B";"A";"B";"B";"D";"B";"D";"B";62,5;75;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 4,5 a 6 salários mínimos";"Não";"De 6 a 8";"De 1 a 3"
3002;4;59;"F";4;45,9;"D";"A";"B";"B";"A";"A";"E";"E";25;50;"Feminino";"Sul";"Noturno";"Viuvo";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Sim";"Mais de 8";"Mais de 12"
3002;4;25;"M";4;39,3;"B";"D";"C";"E";"B";"A";"A";"B";25;37,5;"Masculino";"Sul";"Noturno";"Casado";"Parda";"Ensino Fundamental II";"Ensino Superior";"De 1,5 e 3 salários mínimos";"Sim";"Nenhum";"De 1 a 3"
3002;4;31;"M";4;61,3;"A";"F";"B";"B";"C";"B";"E";"B";62,5;54,2;"Masculino";"Sul";"Noturno";"Solteiro";"Sem declaracao";"Ensino Fundamental I";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Não";"Mais de 8";"De 1 a 3"
3002;4;41;"F";4;44,8;"B";"A";"D";"B";"B";"B";"E";"B";37,5;54,2;"Feminino";"Sul";"Noturno";"Casado";"Branca";"Ensino Médio";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"Mais de 8";"De 1 a 3"
